time (s),motor position (nm),sensor position (nm)
13.23750461,100281545,47702217
13.242400265,100329871,49685091
13.247435934,100381121,49599364
13.252758985,100430998,49576105
13.257505357,100480112,49602884
13.262664991,100531461,49568858
13.267720736,100580946,49571414
13.272688242,100630770,49541968
13.277634129,100681249,49526746
13.28271467,100730474,49528676
13.287597588,100779415,49568084
13.292621752,100830011,49583323
13.297607466,100880547,49573630
13.302510681,100929356,49545357
13.30745609,100976839,50483645
13.312494688,101002819,51320069
13.317767165,100838350,51411163
13.322722739,101005037,51431372
13.327442461,101133235,51431212
13.332557884,101210800,51438397
13.337475269,101270619,51435824
13.342743127,101323784,51443583
13.347454226,101374287,51449835
13.352499958,101426124,51440990
13.357476711,101477039,51431088
13.362497558,101527153,51433567
13.367501763,101578393,51431963
13.372732924,101629875,51429473
13.377606881,101679069,51427055
13.38243346,101729340,53444936
13.387638262,101780519,53294643
13.392568232,101829154,53311241
13.397557854,101878929,53353080
13.402655008,101930927,53367130
13.407643475,101980914,53400768
13.412655264,102030463,53405064
13.417747845,102081697,53377648
13.42277478,102130927,53357743
13.427429017,102179154,53385668
13.432737935,102232043,53405586
13.437624678,102281535,53407854
13.442766267,102330299,53390405
13.4477444,102380872,54744830
13.452593844,102430314,55208138
13.457555396,102478136,55210535
13.462486389,102530832,55224210
13.467659289,102582105,55271734
13.472574439,102628800,55279417
13.477693091,102679370,55270696
13.482538849,102729916,55279205
13.487567512,102779127,55290157
13.492530684,102829488,55297099
13.497608616,102877663,55282395
13.50268062,102898759,55272820
13.507552299,102741546,56166693
13.512829933,102918636,56907287
13.517520233,103037100,57040838
13.522639311,103113866,57017189
13.52773383,103172461,57048670
13.532581543,103223364,57043742
13.537705631,103275182,57047286
13.542523407000001,103325959,57041212
13.547695491,103377164,57034555
13.552633357,103428843,57051823
13.557727533,103479887,57058793
13.562729817,103529553,57041725
13.567570633,103578924,58531886
13.572542802,103630921,58893150
13.577621195,103679278,58861802
13.582451968,103729702,58881387
13.587445018,103781924,58944654
13.592577218,103830888,58948619
13.597500013,103880974,58933121
13.602653094,103931594,58934605
13.607583653,103980940,58944760
13.612717892,104031803,58956257
13.617543864,104081425,58952194
13.622396211,104130948,58932615
13.627482973,104180598,58920436
13.632646532999999,104231420,59662635
13.637508131,104281741,60638029
13.642490232,104330498,60703410
13.647559298000001,104382226,60719600
13.652599332,104431251,60722224
13.657728238,104480335,60714328
13.662702905,104529886,60704509
13.667738666,104580664,60726117
13.672547768,104630635,60766166
13.677501929,104682299,62412256
13.682635178,104730255,62467789
13.687619894000001,104777678,62373333
13.692758618,104812168,62447217
13.697522603,104703657,62478875
13.702727032,104776306,62446613
13.707558256,104923541,62440280
13.712678746,105009862,62451159
13.717456109,105070168,62437538
13.722706101,105124213,62412474
13.72765456,105176478,62405611
13.732654174,105227226,62424359
13.737480811,105277022,62432805
13.742478371,105328580,62419762
13.74767934,105379568,62412585
13.752596812,105429994,62402970
13.757458588,105479359,62409946
13.76254674,105530390,62414547
13.767654826,105581037,62419422
13.772623656,105631381,62410659
13.777582328,105681078,62400809
13.782448182,105729979,62389765
13.787830342,105780404,62401681
13.792458641,105831345,62405161
13.797534538,105881702,62402197
13.802639770999999,105931635,62392595
13.807622584,105981354,62392159
13.812643673,106031883,62395051
13.81771574,106081255,62395064
13.822508817,106130535,62390031
13.8274274,106181179,62389866
13.832746478,106230886,62387615
13.837576295,106280812,62384911
13.842690717,106330817,62381634
13.847523815,106380245,62382741
13.852559897,106430531,62381977
13.857661376,106480437,62380977
13.862766513,106530466,62375665
13.867484752,106580138,62375876
13.872470152,106629621,62375175
13.877548056,106679408,62373472
13.882526547,106725808,62370779
13.887425322,106740727,62370632
13.892543352,106609461,62370860
13.897513701,106787740,62368417
13.902591375,106896120,62363296
13.907645123,106965490,62364548
13.912444446,107022079,62364294
13.917683221,107074823,62363984
13.922532588,107126563,62359249
13.927402944,107176099,62358349
13.932701864,107227076,62356198
13.93758405,107277925,62355713
13.942574067,107328805,62354906
13.947569926,107379002,62353689
13.95261865,107428894,62352294
13.957622297,107480312,62351183
13.962635932,107530340,62348184
13.967574228,107579486,62347507
13.97265329,107630368,62346965
13.977723891,107680464,62344190
13.982532027,107730444,62342891
13.98758142,107780528,62341050
13.992527484,107830826,62341334
13.997615817,107880739,62340114
14.002461057,107932104,62338385
14.007454061,107981105,62337921
14.012526391,108030527,62337001
14.017735146,108080422,62335517
14.022501543,108130314,62333017
14.027626231,108181035,62331296
14.032708702,108230169,62330160
14.037479177,108280422,62329777
14.042507534,108330321,62327658
14.04771144,108380824,62325999
14.052742743,108429653,62325258
14.057731182,108479483,62323986
14.062571225,108528718,62323008
14.067584253,108579030,62320979
14.072655762,108625698,62320634
14.077579748,108638920,62320189
14.082463331,108516059,62318547
14.087471022,108690151,62316557
14.092819708,108797287,62315110
14.097740751,108866127,62314788
14.102432319,108922458,62313571
14.107572597,108975081,62312261
14.112531694,109025569,62310585
14.117552162,109077305,62309729
14.122724361,109127137,62307824
14.127492738,109178040,62307202
14.132496845,109228624,62306681
14.137457436,109279342,62304609
14.142505445,109329059,62303022
14.147473269,109379818,62301740
14.152523377,109430064,62300626
14.15771896,109480131,62299080
14.162464399,109530441,62298820
14.167787321,109580878,62297193
14.172540751,109630819,62296339
14.177744067,109680607,62294357
14.182538895,109730960,62292883
14.187526001,109780560,62291457
14.192750255,109831282,62290745
14.197641455,109881025,62290180
14.202512354,109931307,62288876
14.207473946,109981337,62287190
14.212574626,110031013,62285670
14.217472374,110081038,62285541
14.222508488,110130213,62284127
14.227707567,110180258,62283008
14.232603221,110230805,62281565
14.237522164,110280036,62281286
14.242685693,110330885,62279461
14.247631193,110379716,62279456
14.252574373,110429951,62277660
14.257695744,110478655,62276195
14.262829523,110526549,62274338
14.267791205,110541125,62273684
14.272601493,110408488,62272901
14.27763977,110587291,62270686
14.282503339,110696383,62270150
14.287609661,110766094,62269239
14.292477648,110822485,62268670
14.297565672,110874641,62267564
14.302610685,110926345,62265900
14.307538884,110977112,62263560
14.31263749,111026709,62264103
14.317693863,111078091,62263403
14.322553104,111128948,62262027
14.327548388,111179714,62259538
14.332521935,111229230,62258794
14.337771453,111279669,62258473
14.342630101,111330402,62257152
14.347673756,111379787,62255050
14.352622339,111430217,62252959
14.357751983,111480515,62252809
14.362683689,111530893,62252477
14.367648718,111580947,62251543
14.372634717,111631013,62249018
14.377526662,111681474,62247897
14.382774913,111731169,62246794
14.387464113,111781081,62245271
14.39255013,111830647,62244434
14.397478731,111880749,62243357
14.402736761,111931028,62242587
14.407554755,111980264,62242038
14.412680152,112030666,62239790
14.417557459,112081211,62238258
14.422728391,112129476,62238372
14.427597292,112180329,62237349
14.432906489,112230048,62235800
14.437517542,112279746,62235343
14.442517679,112329640,62233800
14.447670258,112378193,62232547
14.45257998,112426128,62231561
14.457493055,112441498,62230454
14.462750426,112309817,62229240
14.467499888,112485181,62227178
14.472522596,112595502,62224374
14.477704407,112665487,62224287
14.48252125,112722794,62223465
14.487681331,112774329,62223332
14.492600058,112826211,62222120
14.497602497,112876810,62220536
14.502695993,112927232,62218328
14.507604312,112978079,62218507
14.512771374,113029129,62216738
14.517442905,113079142,62216276
14.522733303999999,113129713,62214797
14.527704059,113180124,62213105
14.532939241,113229804,62212257
14.537474889,113280495,62211012
14.542693858,113329781,62210223
14.547651672,113380463,62209011
14.552710784,113430783,62207782
14.557533229,113482223,62206916
14.562543397,113530871,62205524
14.567499434,113581144,62203841
14.572477698,113631796,62202743
14.577708632,113681328,62202003
14.582406072,113730562,62201687
14.58741616,113781295,62200046
14.592476211,113830959,62199099
14.597509284000001,113880891,62197192
14.602486189,113930410,62196665
14.607805502,113980778,62195850
14.612684279,114030950,62194405
14.617602111,114080445,62193320
14.622486746,114130712,62191809
14.627505305,114180401,62190460
14.632696917,114230653,62190628
14.637409985,114279576,62189789
14.642475587,114327252,62188441
14.647588746,114356618,62187599
14.652708182,114202644,62185419
14.657555643,114350713,62183344
14.662705942,114482276,62183050
14.667467237,114562288,62183492
14.672833623,114622406,62181257
14.67770599,114674293,62179905
14.682551611,114726207,62178223
14.687650253,114776586,62178757
14.692803789,114827136,62176649
14.697579415,114878386,62175807
14.702552056,114929457,62175324
14.707472924,114979323,62173926
14.712827268,115030225,62173065
14.717641442,115080404,62170211
14.722571995,115130274,62170501
14.727491163,115180843,62170417
14.732440023,115230478,62167673
14.737482457,115280414,62166980
14.742713668,115331230,62165263
14.747727431,115381870,62164091
14.75252454,115431831,62164470
14.75753845,115481462,62163451
14.762747566,115531598,62161686
14.767594827,115581346,62160629
14.772797543,115630737,62158659
14.777476557,115681069,62157832
14.782576525,115731533,62158037
14.787485456,115781249,62157610
14.79260247,115830869,62155616
14.797518641,115881326,62153727
14.802594164,115931505,62152809
14.807540072,115980482,62152748
14.812707134,116030403,62150619
14.81748631,116080306,62150022
14.822641501,116130283,62149158
14.827696351,116179726,62148245
14.832582448,116229694,62147113
14.837551737,116275318,62145805
14.842516551,116288020,62145645
14.84742834,116169383,62144184
14.85246643,116342576,62142250
14.857746767,116447347,62140791
14.862608388,116516329,62140759
14.867501787,116572108,62139772
14.872719497,116624436,62139275
14.877547426,116676167,62137890
14.882562624,116726632,62136295
14.887506591,116777682,62135901
14.89261083,116828471,62135296
14.897612286,116879140,62133323
14.902468292,116929105,62133678
14.907461126,116978906,62132872
14.912634971,117029549,62131251
14.917676486,117080752,62129188
14.922491566,117130153,62128216
14.927661687,117180134,62127872
14.932790529,117230576,62127078
14.937702286,117280350,62125806
14.942514498,117331295,62125327
14.947596486,117381324,62124084
14.952671813,117430251,62122832
14.957440377,117480732,62122746
14.962575798,117530776,62122377
14.967526749,117580804,62120744
14.972641305,117629970,62118552
14.97759494,117680646,62118368
14.98253831,117730549,62117056
14.987541898,117780361,62116284
14.992737578,117830661,62114290
14.997565149,117880142,62114875
15.002557748,117930408,62113238
15.007630775,117980336,62112476
15.012739154,118029785,62112129
15.017500024,118078782,62110692
15.022526233,118128285,62109663
15.027504105,118172845,62109709
15.032569181,118183482,62108373
15.037718671,118087315,62107776
15.042472663,118251088,62105962
15.047586864,118350656,62104592
15.052620534,118417331,62103891
15.05762883,118472955,62102836
15.062487413,118524465,62102966
15.067461753,118575517,62101556
15.072741827,118626397,62100470
15.077574466,118678166,62099170
15.082453506,118727668,62097919
15.087655914,118779644,62097741
15.092809771,118829132,62096540
15.097533645,118879178,62095641
15.102505874,118930320,62095665
15.107554332,118979511,62094494
15.112750814,119030544,62093945
15.11775785,119081366,62092371
15.122752286,119131121,62090748
15.127921213,119181291,62091181
15.132664721,119230728,62090358
15.137515258,119280899,62088748
15.142508197,119331351,62087999
15.147466695,119381506,62086194
15.152789762,119431484,62085473
15.15762956,119481832,62085023
15.162538719,119531407,62084279
15.167548431,119581601,62083529
15.172546212,119630590,62082804
15.177571717,119680786,62081370
15.182517022,119730424,62080387
15.187561945,119780520,62079578
15.192699606,119830600,62079147
15.197713343,119880492,62078055
15.20275848,119930390,62076496
15.20772859,119980200,62075579
15.212552655,120028892,62075569
15.217761623,120075878,62074544
15.222762899,120090932,62073439
15.227621716,119967690,62072774
15.232736275,120138098,62070916
15.237590419,120246092,62069679
15.242572879,120315905,62068600
15.247585141,120372864,62067987
15.252656567,120424298,62067888
15.257587884,120476081,62067351
15.26254357,120526842,62065073
15.267551681,120577443,62065407
15.272537091,120628411,62065240
15.277473009,120679212,62064592
15.282422381,120728201,62062773
15.287536812,120780077,62062422
15.292589377,120829134,62061312
15.297704658,120879696,62060467
15.302654421,120929832,62059295
15.307748327,120980926,62058757
15.312667456,121030559,62058782
15.317570832,121080591,62057431
15.322508477,121131233,62056702
15.327587099,121181082,62055225
15.332498757,121230773,62054557
15.337598849,121281472,62053702
15.342474904,121330889,62053491
15.34776213,121380278,62052924
15.352968983,121432040,62051928
15.357465298,121480208,62050314
15.362652303,121530595,62049411
15.367528777,121581027,62048701
15.372633552,121631596,62047833
15.377579805,121680204,62047084
15.382805673,121730725,62045855
15.387714027,121779211,62044966
15.392981888,121829784,62044285
15.397546007,121880270,62043648
15.40257185,121928495,62042495
15.40766949,121977271,62042243
15.412500517,121999497,62040707
15.417493685,121848591,62039608
15.422504822,122017475,62039434
15.427502888,122137244,62039142
15.432736785,122212954,62038072
15.437497017,122271566,62036981
15.442541351,122324288,62035573
15.44773,122375793,62034677
15.452542236,122426259,62034222
15.457533773,122476408,62032803
15.462545461,122528206,62032808
15.467587646,122578924,62032138
15.472571862,122629368,62031819
15.47747711,122678807,62029754
15.482493694,122729845,62028848
15.487566339,122779861,62028752
15.492635163,122830586,62027751
15.497651104,122880327,62027313
15.502561901,122931131,62026009
15.507546212,122980905,62023991
15.512539433,123030718,62024189
15.517815569,123081244,62024061
15.522683186,123131125,62022959
15.527637881,123181883,62023356
15.532470976,123230757,62021531
15.537608721,123281308,62020574
15.542572026,123331564,62019557
15.547470383,123380707,62019974
15.552462845,123431107,62019160
15.55744829,123481447,62018091
15.562609066,123530742,62015579
15.567552324,123580792,62014707
15.572794134,123630853,62015381
15.577692369,123680773,62014465
15.582750458,123731169,62013977
15.587664622,123780298,62013446
15.592606927,123829569,62012016
15.597707207,123878216,62010052
15.60274543,123909791,62010076
15.607711721,123784659,62010152
15.612836846,123890460,62009295
15.617510663000001,124027148,62007845
15.622763267,124110590,62006764
15.627685066,124170618,62005848
15.632602146,124224243,62004817
15.637667187,124275939,62004326
15.6424916,124327208,62004160
15.647457928,124376962,62003413
15.6525582,124427836,62001938
15.657584648,124479041,62001204
15.662759798,124529693,61999782
15.667674271,124580126,62000871
15.672634201,124629418,61999566
15.677615263,124680579,61999322
15.682542723,124730029,61996625
15.687842395,124781049,61996858
15.692648991,124831192,61996858
15.697641958,124881748,61995585
15.702559397,124931960,61994484
15.707504411,124981492,61994339
15.712533404,125031561,61993430
15.717544609,125081770,61992420
15.72277238,125132641,61991246
15.727631838,125181483,61989728
15.732799657,125231023,61990404
15.73753572,125282096,61988717
15.742511445,125331124,61988170
15.747593258,125381239,61986988
15.752536175,125430893,61987256
15.757511698,125481490,61985838
15.762789817,125530794,61986078
15.767591721,125581546,61984618
15.77266617,125631293,61984590
15.777405532,125680620,61982984
15.782451215,125730360,61981850
15.787710045,125779256,61980872
15.792564326,125828175,61981144
15.797589821999999,125856349,61980136
15.80256853,125708667,61978549
15.807600077,125854932,61977649
15.812742239,125984581,61978172
15.817517225,126061663,61976605
15.822621977,126120848,61975036
15.827505862,126174740,61974880
15.832711735,126225319,61974671
15.837509260000001,126276819,61973402
15.8424428,126326866,61972351
15.847707513,126377861,61972709
15.852701685,126428886,61971487
15.857535283,126479952,61970314
15.862418782,126529821,61968310
15.867687042,126580029,61968400
15.872731513,126629933,61968701
15.877473013,126680552,61967913
15.88266583,126731177,61967233
15.887673216,126780329,61966828
15.8926016,126830399,61966067
15.897676896,126881945,61964676
15.902659858,126931100,61964667
15.907509147,126980523,61964434
15.912604349,127031319,61963456
15.917786676,127081973,61961899
15.922631847,127131293,61961061
15.927704125,127181333,61961056
15.932713257,127230907,61960192
15.937477954,127280566,61959528
15.942445254,127330620,61958524
15.947470396,127380913,61957185
15.952753809,127431025,61957382
15.957723909,127480866,61956336
15.962552972,127529932,61955671
15.967645272,127580160,61955760
15.972744612,127630308,61953940
15.977523081,127679176,61953856
15.982557734,127728480,61952320
15.987571556,127774866,61952016
15.992747293,127787104,61951539
15.997575572,127681329,61951643
16.002570423,127846614,61949936
16.007593872,127948759,61948684
16.012726201,128016339,61948748
16.017675192,128071905,61947601
16.022694915,128124897,61947593
16.027823804,128176394,61946454
16.032641108,128226266,61945948
16.037566524,128277481,61944810
16.042533367,128328160,61944228
16.047613719,128378435,61944235
16.05257249,128428750,61943094
16.05745823,128479765,61942689
16.062492769,128530011,61941398
16.067565442,128579985,61939848
16.072724868,128630426,61939236
16.077529583,128680357,61939435
16.082477705,128731162,61937782
16.08779482,128781183,61937917
16.092518131,128831231,61937387
16.097603296,128880548,61936361
16.10260289,128931732,61934950
16.107500081,128981823,61935309
16.112760029,129031052,61934828
16.117518765,129081131,61934172
16.122658857,129131425,61932440
16.127527651,129181133,61931720
16.13246207,129230912,61932291
16.1377261,129281235,61930865
16.142718644,129330841,61930461
16.147750281,129380585,61929728
16.152628328,129430958,61929288
16.157504515,129480911,61927972
16.162456293,129530390,61927516
16.167735027,129580335,61926851
16.172565027,129629438,61925897
16.177535428,129677232,61925164
16.182821845,129700940,61923907
16.187595524,129552579,61923583
16.192727621,129715800,61922994
16.197528578,129837348,61922798
16.202719574,129912626,61921376
16.207483998,129971063,61920748
16.212709384,130024475,61919492
16.217640487,130075754,61920485
16.222813633,130126493,61918554
16.227697033,130177032,61917691
16.232576493,130227897,61917914
16.237556098,130278812,61917181
16.242539295,130330213,61916063
16.247553581,130379279,61916391
16.2526776,130429733,61914293
16.257597748,130479624,61914778
16.262507251,130530108,61914138
16.267547176,130580472,61913206
16.272611995,130630480,61912472
16.277604335,130681215,61911169
16.282555029,130731379,61910908
16.287558918,130781013,61910484
16.29258518,130831247,61910425
16.297647389,130881651,61910388
16.302648401,130931259,61908470
16.307628359,130981234,61907592
16.312835488,131031049,61907251
16.317520779,131081283,61907182
16.32262702,131131044,61906805
16.327441195,131180945,61905251
16.332471459,131230743,61904655
16.337532415,131280587,61904161
16.342627604,131330461,61903951
16.347580202,131380605,61903156
16.3525348,131429876,61902307
16.357604461,131479789,61901791
16.362641406,131530077,61900292
16.367649014,131578462,61900957
16.372596419,131618173,61899734
16.377529606,131606527,61899358
16.382456233,131560848,61897812
16.387635441,131713525,61898626
16.39272762,131804619,61898081
16.397528765,131868677,61897692
16.402458843,131923450,61895638
16.40759345,131975185,61895117
16.412967294,132025975,61895804
16.417457095,132076656,61895341
16.422435608,132126530,61893840
16.427506522,132178110,61893067
16.432599927,132229125,61892531
16.437755251,132279746,61891873
16.44263091,132329800,61891682
16.447501511,132379742,61890792
16.452552818,132429536,61890300
16.457555877,132480730,61889782
16.462840726,132530662,61888473
16.467753641,132580808,61887955
16.472683571,132631017,61886724
16.47764684,132681068,61885950
16.482724102,132731700,61884995
16.48764381,132781350,61884392
16.492652282,132831545,61884821
16.497518474,132880955,61885016
16.50271937,132931552,61883139
16.507569802,132981695,61882727
16.51258972,133030742,61882461
16.51760606,133080429,61881741
16.522568665,133130882,61880632
16.527502291,133181212,61880639
16.532616084,133230105,61880267
16.537597718,133280511,61878546
16.542552599,133330173,61878106
16.547580833,133380501,61877819
16.552617317,133430005,61877088
16.557603798,133480430,60289184
16.562510015,133526121,60078681
16.567606455,133546478,60067861
16.572913877,133410786,60084424
16.577612245,133577622,60094520
16.582599313,133691901,60096376
16.587769057,133765024,60106981
16.592612926,133821572,60116922
16.597712027,133875162,60114045
16.602570403,133926770,60101899
16.607502988,133976649,60099021
16.612781969,134027780,57946732
16.617517404,134078463,58117400
16.622586163,134129058,58166426
16.62758702,134180597,58144491
16.632584856,134229453,58180203
16.637750425,134279492,58163117
16.642725055,134330923,58167922
16.647598783,134381118,58191103
16.652786369,134431639,58206561
16.657513937,134481940,58171807
16.662472123,134531036,57803724
16.667569112,134580491,56486492
16.672492821,134631354,56340129
16.677508401,134680713,56318729
16.682734887,134731913,56307567
16.687688568,134782578,56296414
16.69274126,134831238,56303219
16.697638024,134881065,55634853
16.70247998,134931276,54783898
16.707718582,134981224,54593268
16.712615683,135030482,54494135
16.717538329,135081757,54483056
16.722492723,135130954,54467453
16.727810439,135180058,54460510
16.733017899,135231251,53931530
16.73761278,135280760,52706672
16.742623312,135329685,52580106
16.747811791,135379531,52585747
16.752750115,135429983,52566170
16.757687025,135477378,52550708
16.762648703,135493206,50985284
16.767507492,135368334,50711082
16.772452526,135535920,50656954
16.77752075,135643789,50650026
16.782491507,135714243,48626594
16.787544596,135772984,48580185
16.792606775,135826126,48571789
16.797580209,135876293,48555255
16.802585864,135926105,47071514
16.807672989,135977447,46813730
16.812549274,136027754,46796431
16.817700881,136078642,46721924
16.822706805,136130273,44868641
16.827708977,136179493,44745335
16.832612565,136229232,44748590
16.837430325,136280747,44839651
16.842594974,136330671,43492703
16.847718593,136379818,43188634
16.852718537,136431456,43132175
16.857588703,136480252,43139437
16.862540995,136530797,41168874
16.867818012,136581643,41283163
16.872448391,136631107,41353833
16.877732689,136682146,40960136
16.882552713,136730775,39758438
16.887550088,136781042,39529339
16.892564337,136830837,38809762
16.897604624,136880821,37797124
16.902532641,136932879,37744699
16.907703358,136980007,36605819
16.912560577,137029292,35876571
16.917584364,137081754,34221036
16.922466135,137130382,34239309
16.927473467,137180711,33500769
16.932627243,137232144,32195314
16.937475076,137277979,31224964
16.942575549,137327874,30140433
16.947513047,137379978,29918874
16.95274227,137413043,28136138
16.95757009,137334019,27955398
16.962499489,137380256,26345526
16.967487302,137519959,26195651
16.972766725,137606670,24305694
16.977514564,137669196,24372720
16.982745711,137722555,23045770
16.987594601,137775157,22861545
16.992543655,137826674,21062246
16.997670231,137875460,20721632
17.00260748,137925677,20733156
17.007497699,137978805,20914077
17.012636139,138031026,19615339
17.01753143,138078462,19219671
17.02252,138129652,19108808
17.027558255,138179757,19078964
17.032847178,138228986,19069516
17.03747914,138280654,17166587
17.042495539,138331256,17303629
17.047545429,138379250,17159094
17.05252775,138432480,17147858
17.057579441,138481275,17220821
17.062507944,138528029,17242509
17.067769535,138581735,17312515
17.072729162,138632259,17331453
17.077478845,138680010,16794183
17.082690787,138732749,15432640
17.08759987,138781416,15292994
17.092634208,138828515,15343279
17.097497176,138880982,15407420
17.10251256,138932841,15401232
17.107664491,138979345,13998472
17.112653183,139030186,13389044
17.117573369,139079867,11308294
17.122616467,139130024,11636632
17.127526363,139181699,11699205
17.132644242,139229725,11569210
17.137591918,139277760,10096852
17.142732558,139324542,9708432
17.147744965,139336717,9007756
17.152799264,139235797,7963145
17.157771066,139399923,7904406
17.16271005,139498704,7881557
17.167501141,139565852,7620081
17.172739528,139623292,6372867
17.177639075,139674622,6236184
17.18263561,139725451,6209875
17.187656146,139778340,4557959
17.192633071,139827989,4526287
17.197580892,139878449,4547059
17.20251485,139929530,4451080
17.20772676,139979298,3512087
17.212676854,140030380,3322494
17.217454453,140080047,3148734
17.222724834,140129807,3084953
17.22754165,140180668,3046186
17.232789048,140231562,1997446
17.237459029,140280002,2105390
17.242747385,140330922,1949834
17.247569921,140381530,1580912
17.252740834,140430911,1539418
17.257791511,140481844,1558591
17.262808509,140531840,530783
17.267502693,140580583,1411324
17.272599344,140632532,620055
17.277501331,140680613,935596
17.282545972,140729611,-251297
17.28774127,140782540,1007732
17.292790503,140831854,67306
17.297568042,140880178,344977
17.30249762,140931476,647735
17.307564271,140981349,488156
17.31263266,141028852,345463
17.317735091,141081292,331365
17.322572977,141130542,523619
17.327745404,141178015,684433
17.332839932,141228457,636629
17.337543118,141267694,480925
17.34272389,141238387,574297
17.347810861,141222544,689357
17.352566016,141366860,638745
17.35747943,141453716,341119
17.362563605,141518607,727358
17.367554111,141574238,403664
17.372592095,141623950,353347
17.377628643,141676454,528630
17.382554316,141727463,739394
17.387478947,141776158,784327
17.392639353,141829363,-30452
17.397802148,141880205,454638
17.402692011,141928508,449131
17.407494379,141979359,-510964
17.412639137,142030288,1210271
17.417553362,142080642,399615
17.422754284,142129986,294706
17.427657294,142181226,591781
17.432583386,142231065,-82379
17.437515965,142279906,345588
17.442564515,142331195,-71824
17.447562915,142381992,434767
17.45269422,142432270,157962
17.457595295,142481232,1082942
17.462600888,142532220,-37315
17.46757377,142582040,716531
17.472593815,142630715,1034171
17.477483615,142680107,373772
17.482550201,142731225,195900
17.487531545,142780567,87336
17.492793449,142830382,602523
17.497628208,142880188,-470480
17.502542868,142930936,1009901
17.507687368,142981791,1092173
17.512491795,143029158,807732
17.517619056,143078832,269017
17.522604346,143130634,194401
17.527685208,143177021,45441
17.532603106,143199439,189046
17.537583508,143063214,542072
17.542587729,143221528,629119
17.547696638,143337968,369001
17.552589109,143413983,306098
17.557576456,143471475,496967
17.562775345,143524114,567450
17.567526847,143575142,405581
17.572626445,143626558,311074
17.577676392,143677623,371547
17.582652021,143728440,467649
17.587515914,143778745,482917
17.592472331,143829121,440968
17.597670136,143879560,407639
17.602719968,143930562,384723
17.607606903,143980448,422335
17.612516162,144030333,459409
17.617515493,144081038,456664
17.622628889,144131213,426881
17.627779273,144181617,428270
17.632601393,144232100,419292
17.63776148,144281314,415725
17.642531035,144332064,430820
17.647694849,144381979,439417
17.652571352,144431798,428070
17.657680568,144482065,421505
17.66273531,144531806,429394
17.667724710999998,144581882,429218
17.672817936,144631820,429547
17.67758242,144681320,434022
17.682639165,144732495,431705
17.687590226,144781419,425228
17.692495221,144830685,427948
17.697510451,144881016,429706
17.702756095,144931279,429115
17.70755302,144980913,428389
17.712638416,145030587,429712
17.717567279,145080527,427865
17.722711176,145128210,425547
17.727595626,145154686,427212
17.732773482,145015631,430405
17.737484254,145160652,429652
17.742481173,145284712,426896
17.747501295,145362588,428285
17.752565077,145421297,430107
17.75758878,145474630,428769
17.762605066,145526173,429490
17.767670517,145577294,430635
17.772652384,145627460,428780
17.777585706,145677826,427910
17.782599736999998,145728036,428255
17.787583472,145779118,428486
17.792690977,145830398,429126
17.797488218,145880153,429508
17.802669041,145930587,428030
17.807624966,145981076,427800
17.81255382,146030506,427418
17.817537847,146080230,428602
17.8224759,146130907,428934
17.827747361,146181989,427835
17.832470089,146231241,427884
17.837546893,146281227,428882
17.842564422,146331597,428517
17.847658158,146381841,428324
17.85303325,146431659,429433
17.857610883,146481941,429531
17.862620756,146532004,427309
17.867513603,146580836,428395
17.872589702,146631310,429368
17.877759201,146681155,428451
17.882501367,146731654,429068
17.88751525,146780946,428769
17.892520002,146830121,428687
17.897745089,146881014,426646
17.902495458,146930127,428126
17.907656278,146979525,428737
17.912658266,147029925,428581
17.917493656,147077781,427902
17.922460263,147109018,428484
17.927484595,146998587,428367
17.932582731,147094390,428240
17.937652614,147227704,428655
17.942528756,147308935,428686
17.947605718,147370026,428899
17.952824321,147423648,428276
17.957740428,147475640,428473
17.962757496000002,147526395,428313
17.967697918,147576437,428188
17.972653838,147627641,429308
17.977646808,147678747,428234
17.982680438,147729712,427206
17.987623189,147779551,427315
17.992445193000002,147829232,428727
17.997488943,147880049,427480
18.00258256,147930193,428377
18.007560767,147980634,427334
18.012655256,148030767,427527
18.017495703,148080171,427633
18.022489996,148131492,428217
18.027716411,148180615,427196
18.032708045,148231313,427507
18.03775452,148281236,427711
18.042754875,148331285,427527
18.047476713,148381138,427813
18.052559385,148430859,427140
18.057751821,148481409,428399
18.062510503,148530597,428173
18.067659176,148581762,428480
18.072613946,148630242,427986
18.077716712,148681205,428323
18.082700964,148730673,427972
18.087737533,148781052,427624
18.092625203,148830240,428336
18.097479076,148879825,428064
18.102456408,148929570,428008
18.107479174,148978677,427391
18.112700139,149026455,428406
18.117555627,149043504,427532
18.122722601,148925871,427387
18.127602438,149085856,427568
18.132539989,149194613,427868
18.137791873,149264887,428200
18.142591559,149321538,428582
18.147743112,149374162,427586
18.152537904,149425549,427556
18.157543557,149476224,428118
18.162811143,149527770,427939
18.167516872,149578180,427452
18.172589451,149628339,428241
18.177478654,149679257,428430
18.182565744,149730109,428262
18.187598487,149779678,428402
18.192574153,149830964,428455
18.197652097,149880468,427197
18.202623736,149930090,427756
18.20776529,149980805,427636
18.212535876,150031635,427991
18.217575458,150080599,428587
18.222498637,150131195,428044
18.22768527,150181042,428228
18.232566005,150231642,428365
18.237512735,150280925,428153
18.242565527,150331457,427628
18.247543459,150382128,428596
18.252445432000002,150430771,428397
18.257756037,150480489,428638
18.26258605,150530758,429155
18.267527028,150581367,428182
18.27276615,150631887,428386
18.277477497,150679568,427694
18.282760034,150730153,427898
