time (s),motor position (nm),sensor position (nm)
32.832609749,296230780,41782746
32.837583861,296280690,41788033
32.84262445,296331470,41782318
32.84780244,296381069,43661841
32.852621632,296431171,43552928
32.857577793,296479734,43514362
32.862632344,296527836,43552687
32.867799745,296551252,43536374
32.87280969,296401572,43543585
32.87775975,296569172,43533239
32.882543466,296689301,43510214
32.887624766,296763765,43497474
32.892820966,296821710,43535875
32.897916949,296876088,43554505
32.902735425,296926611,43545218
32.907731835999996,296975718,43523463
32.912804049,297028556,43521852
32.917590877,297078082,43526509
32.922585319,297128995,43534673
32.927777326,297180196,43535256
32.932740984,297229670,43525303
32.937461089,297279526,43518394
32.942615553,297329829,43514619
32.947682881,297380657,43519495
32.952792636,297430846,43525679
32.957671675,297482181,43523543
32.962463228,297531181,43515811
32.967489426,297580814,43516982
32.972544993,297630665,43516688
32.977740457,297681805,43515679
32.982692019,297732495,43512755
32.987703929,297781599,43513391
32.992611086,297831694,43513762
32.997788963,297882925,43513448
33.002791885,297931686,43510054
33.007658953,297981510,43508836
33.012519995,298031298,43510620
33.017607141,298081074,43511682
33.022583237,298131250,43509676
33.027892093,298182311,44212841
33.03281442,298231044,45159252
33.037503591,298279397,45219438
33.042904134,298330876,45235849
33.047640491,298381013,45266944
33.052662522,298428069,45268888
33.057749891,298450990,45252714
33.062724735,298300691,45254382
33.067641437,298468188,45255516
33.072657477,298587798,45260009
33.077699892,298663826,45254256
33.082574702,298722005,45250507
33.087756055,298775371,45247198
33.092938085,298827344,45247207
33.097612902,298877571,45248256
33.102600482,298926543,45249110
33.107870261,298979923,45249430
33.112469268,299028202,45246148
33.117650415,299079553,45241820
33.122736214,299129334,45240262
33.127533986,299180481,45242092
33.132692225,299231189,45245450
33.137683614,299282047,45243409
33.142664615,299332244,45239213
33.147568101,299380810,45237136
33.152691653,299432019,45238693
33.157765861,299481801,45238908
33.162778198,299531373,45238687
33.167852292,299582675,45237232
33.172635216,299632267,45235680
33.177722934,299683027,45234212
33.182550488,299731517,45232827
33.187784914,299782671,45233934
33.192694899,299832116,47069945
33.197764439,299882635,47190955
33.202672663,299932508,47208019
33.207741983,299979442,47137670
33.21272539,300030301,47079136
33.217699861,300081154,47086764
33.222562392,300132050,47075406
33.227723326,300181100,47053166
33.232800213,300231012,47058503
33.237672853,300279977,47081540
33.242725473,300328881,47082116
33.247669389,300362738,47073818
33.252952898,300246689,47080373
33.257621064,300335400,47077846
33.262666219,300476672,47079077
33.267492061,300558434,47073194
33.272568975,300619741,48858536
33.277521725,300674318,48892712
33.282672956,300726426,48945548
33.287851419,300776629,48938484
33.29262465,300827926,48892855
33.297728093,300878852,48897253
33.302805932,300929118,48893854
33.307880552,300981471,48880586
33.312763937,301029952,48885561
33.317761361,301079411,48903282
33.32269841,301131608,48908238
33.327769112,301180939,48898841
33.332732816,301229582,48890978
33.337827284,301282177,48897056
33.342829198,301332182,50206686
33.347619943,301381442,50606185
33.352766106,301431108,50693714
33.357778262,301481740,50718475
33.362613578,301533362,50806725
33.367836909,301582702,50820603
33.372683332,301632184,50840794
33.37768767,301681893,50835769
33.382510934,301730693,50816670
33.387576198,301782466,50794939
33.392835418,301831423,50826011
33.397745211,301881175,50839209
33.402599231,301930724,50821832
33.407737844,301980776,50793404
33.412728035,302031556,50791594
33.417761298,302081607,50812549
33.422737408,302132211,50831329
33.42774293,302181412,52784950
33.43294596,302229498,52893895
33.437796462,302270393,52883970
33.442469948,302278226,52831911
33.447516028,302204671,52801098
33.452698265,302361231,52809924
33.457690242,302454500,52776174
33.462718632,302519344,52725864
33.46788557,302574232,52736412
33.473092039,302624803,52781255
33.477586811,302675651,52800306
33.48247455,302727851,52786797
33.487518869,302777053,52769181
33.492761341,302828612,52764264
33.497686106,302879579,52770651
33.502742996,302930797,52777145
33.50780652,302979685,52778822
33.512823856,303031581,52768474
33.517611452,303081309,52770105
33.522454669,303130391,52763724
33.527514468,303181189,52764861
33.532533773,303231428,52758070
33.537611465,303281629,52759641
33.542582396,303332344,54018592
33.547547299,303382403,54512860
33.552692124000004,303431091,54602995
33.557647894,303482058,54629349
33.562908059,303533206,54607367
33.567728835,303582269,54624049
33.572777308,303632423,54624726
33.577912355,303683198,54625774
33.582813317,303732433,54621135
33.587649374,303782561,54619423
33.592765607,303832316,54620668
33.597626786,303882337,54623175
33.602514846,303931814,54619081
33.607842764,303981826,54617763
33.612717729,304030739,54615430
33.617612793,304079953,54614421
33.622511206,304129984,54614391
33.627632792,304177764,54616389
33.632682299,304194555,54614375
33.637575309,304060981,54611196
33.642734183,304236399,54610325
33.647686495,304346948,54610818
33.65259564,304417294,55972256
33.65770294,304473376,56347019
33.662683481,304524082,56329694
33.667731147,304576781,56344723
33.672741049,304629438,56404329
33.677790471,304678657,56433480
33.682664884,304729503,56439259
33.68758979,304780933,56444495
33.692773835,304830392,56439785
33.697569643,304880756,56438376
33.702521127,304931578,56435167
33.707834531,304981980,56431623
33.713280283,305030308,56423355
33.717732544,305082752,56419462
33.722580519,305132250,56416317
33.727802521,305181662,56423932
33.732710095,305232526,56427348
33.737531142,305281675,56421155
33.742585381,305331549,56413100
33.747597913,305383018,56408829
33.752663036,305432697,56414163
33.757885282,305483049,56421791
33.76251959,305532226,56417406
33.767561895,305582209,57794674
33.772594553,305632319,58202876
33.777706393,305681030,58191831
33.782777491,305732705,58220783
33.787713398,305782200,58267704
33.792781463,305831345,58279320
33.797717123,305882040,58270868
33.802645368,305932112,58265123
33.807783836,305980781,58260488
33.812853421,306031274,58273119
33.817641459,306080143,58275699
33.82258632,306127677,58266099
33.827900169,306140605,58256052
33.832613602,306021884,58256571
33.837776444,306193514,58258687
33.842523892,306298840,58263868
33.847431359,306367369,58264556
33.852688445,306423278,58259465
33.857815246,306476172,58253529
33.862668574,306527018,58251076
33.867699307,306577108,58254211
33.872709212,306627566,58262026
33.877829007,306680241,58256624
33.882812455,306730534,58249262
33.887643961,306781100,58246226
33.892593087,306830253,58249450
33.897616646,306881134,58251445
33.902827521,306932101,58249712
33.907657115,306982023,58247312
33.912761087,307031492,58248219
33.917756046,307081506,59445388
33.922647946,307132121,59901598
33.927697622,307180761,59964953
33.932760789,307232923,59991554
33.937470639,307282778,60041530
33.94275994,307331734,60050178
33.947759482,307382365,60064639
33.95265192,307432274,60062210
33.957716428,307482448,60048881
33.962810654,307532234,60044365
33.967465196,307581819,60057109
33.972802674,307631893,60062800
33.977730285,307681238,60049725
33.982910939,307731469,60040572
33.987844217,307781907,60040283
33.992684806,307831302,60050990
33.997596977,307882055,60058490
34.002890863,307932126,60048191
34.00762613,307980632,60035992
34.012654879,308029152,60031948
34.017606162,308056694,60041258
34.022526687,307911864,60050783
34.027880926,308054548,60048654
34.032464479,308180932,60038452
34.037793899,308261264,60031270
34.042799357,308320869,61787114
34.047448799,308373873,61887410
34.052733862,308427255,61911670
34.057484435,308475850,61848429
34.062708632,308527596,61783034
34.067682528,308579871,61788439
34.072690178,308629176,61783737
34.077821394,308680999,61772389
34.082572037,308730160,61769582
34.087483467,308778755,61786050
34.092783669,308831414,61783294
34.097722436,308881356,61780561
34.102785635,308931120,61782988
34.10758257,308982835,61782702
34.112420399,309030631,61782777
34.117459706,309080775,61778548
34.122496879,309130885,61774444
34.12752268,309181723,61777243
34.132521361,309231581,61780629
34.137564566,309281376,61776681
34.142637467,309332258,61772650
34.147779208,309381952,61768566
34.152730935,309431969,61771174
34.157524371,309481863,61773641
34.162633614,309531746,61772611
34.167660925,309582447,61768898
34.172629358,309631312,61768266
34.177621677,309682023,61767694
34.182820893,309731694,61768758
34.187639903,309781722,61767309
34.192713126,309831557,61768288
34.197550871,309880127,61766170
34.202685424,309928681,61763294
34.207761907,309966604,61763678
34.212640798,309919185,61766311
34.217592971,309919079,61762185
34.222498835,310067737,61760461
34.227464491,310156041,61759439
34.2325523,310219509,61759284
34.237504095,310273490,61759609
34.242775823,310326155,61757547
34.247791838,310378126,61757283
34.252598281,310428535,61757689
34.257819315,310479225,61756605
34.262789322,310529252,61754743
34.267660398,310578617,61753495
34.27266479,310630594,61752893
34.277651169,310680628,61752816
34.282617547,310731297,61751553
34.287644402,310781219,61749941
34.292597023,310831456,61749855
34.29759714,310881469,61749554
34.302865706,310931880,61748061
34.307638201,310982342,61746700
34.312627987,311032179,61747540
34.317500266,311081599,61746144
34.322567532,311132812,61744837
34.327846497,311182847,61742919
34.332695827,311232243,61743143
34.337686125,311282514,61742754
34.342706784,311331849,61741919
34.347466343,311381092,61739908
34.35263073,311432086,61738637
34.357466843,311481505,61738315
34.362458137,311530780,61737667
34.367716316,311580333,61736600
34.372584997,311630900,61736152
34.377744062,311681927,61734839
34.382694643,311731718,61732641
34.387639698,311780789,61732783
34.392695387,311828731,61732719
34.397684307,311872950,61732192
34.402560575,311883537,61730497
34.407857383,311793549,61729978
34.412639487,311954519,61727933
34.417756886,312052241,61727966
34.422617452,312117841,61726530
34.427688011,312173530,61725605
34.432688505,312225963,61725762
34.437667861,312276633,61725476
34.442606817,312327111,61724215
34.447542495,312378146,61723224
34.452833265,312429250,61722699
34.457620875,312480226,61722880
34.462548438,312529607,61721701
34.467710684,312579586,61720042
34.472740743,312630072,61719175
34.477607298,312681239,61718806
34.482596317,312731829,61718595
34.487675854,312782015,61717127
34.492740144,312831122,61715606
34.497850771,312881518,61715483
34.502689001,312931990,61713766
34.507770885,312981455,61713694
34.512602492,313032964,61712654
34.51764051,313083060,61711779
34.522676188,313131462,61710983
34.52780596,313182003,61711130
34.532519775,313231909,61709712
34.537478083,313281596,61710154
34.542550837,313332231,61708722
34.547729751,313380792,61708620
34.552729524,313431695,61707355
34.557552202,313480933,61707355
34.562582637,313530892,61705098
34.567597935,313581116,61704061
34.572793842,313632304,61703560
34.577825619,313681506,61703970
34.582685257,313730272,61702439
34.587497927,313777597,61700989
34.592454481,313796515,61700395
34.597555649,313653831,61699857
34.602508001,313827455,61699201
34.607588634,313943662,61697523
34.612717111,314015002,61697151
34.617539113,314073176,61696392
34.622681094,314124818,61695511
34.62754798,314176263,61695190
34.632656144,314227789,61694315
34.637816091,314278705,61693041
34.642584228,314330186,61691906
34.647644773,314380367,61691956
34.652463334,314429593,61691564
34.657538439,314480528,61690576
34.662618645,314532158,61688514
34.667845628,314581237,61688144
34.672816808,314632349,61687320
34.677874225,314682267,61687400
34.682670152,314731812,61686346
34.687575161,314782435,61685661
34.692795205,314832240,61684656
34.697770955,314882098,61683659
34.704231841,314931922,61683221
34.707626714,314983066,61682385
34.712781306,315032309,61681457
34.717541247,315082586,61680441
34.722549772,315132230,61679827
34.727605382,315182398,61678733
34.732671773,315232285,61678484
34.737733521,315282010,61677707
34.742820115,315332615,61676643
34.747745963,315381620,61675400
34.752529836,315431138,61674866
34.75775503,315481014,61673894
34.762446497,315530818,61672344
34.767500029,315580502,61672340
34.772790565,315631190,61671241
34.777678569,315679858,61670861
34.782666993,315721759,61670212
34.787723277,315731465,61668679
34.792873831,315652237,61667022
34.797629307,315810312,61665557
34.802691226,315904908,61665962
34.807825563,315968715,61665037
34.812765385,316023263,61664182
34.817939832,316076986,61663969
34.822661855,316126541,61662736
34.827638301,316177370,61662085
34.832807892,316227819,61661323
34.837460237,316278663,61661392
34.842453495,316329117,61660236
34.847575739,316379662,61659512
34.852666678,316430522,61658715
34.857584538,316480545,61658030
34.862621146,316530880,61657193
34.867870525,316581612,61655601
34.872795184,316631352,61654938
34.877859551,316682189,61654492
34.882840802,316732482,61652935
34.887846195,316782830,61652240
34.892687282,316831979,61651875
34.897589509,316881394,61650807
34.902641725,316931432,61649854
34.907723386,316982464,61649460
34.912748342,317031536,61647953
34.917619548,317082008,61647353
34.922519472,317131880,61646602
34.927790128,317181560,61645290
34.932918272,317231934,61644941
34.937666333,317282542,61644182
34.942735628,317331794,61642998
34.947515901,317381055,61642573
34.952591058,317430825,61642173
34.957567944,317480874,61641384
34.962649529,317530962,61640465
34.967895478,317579562,61638303
34.972822625,317624456,61637755
34.977741077,317636671,61638341
34.982508594,317531697,61637319
34.987602807,317697030,61635324
34.992643775,317800331,61634136
34.997651695,317867345,61633810
35.00260769,317923707,61633661
35.007668611,317976815,61632673
35.012743986,318027374,61631623
35.017869228,318077861,61631162
35.022645923,318128884,61629488
35.027584395,318179610,61629168
35.03283351,318229872,61628182
35.037625313,318279653,61627473
35.04281717,318330499,61627284
35.047646096,318380912,61627096
35.052736424,318431498,61625577
35.057456003,318480357,61624790
35.062679864,318532054,61623464
35.067722227,318580960,61623040
35.072586882,318631683,61623274
35.077753203,318681192,61622254
35.08259982,318731820,61622077
35.087841924,318782513,61619969
35.092710524,318832609,61619696
35.097633481,318882162,61619018
35.102617209,318933144,61618159
35.107860072,318982771,61617197
35.112755893,319030947,61616548
35.117824589,319082172,61616432
35.122546284,319130999,61614454
35.127582788,319181664,61614960
35.133316633,319231109,61613856
35.137499224,319280293,61613010
35.142465701,319330893,61612859
35.14764982,319381233,61611980
35.152843491,319430075,61611497
35.15773105,319479646,61610506
35.162773056,319526160,61609554
35.16772539,319539123,61608905
35.172712548,319423990,61609462
35.177799133,319595900,61607504
35.182538222,319697365,61606568
35.187622091,319766798,61605188
35.192806372,319824317,61605226
35.198485768,319876277,61605079
35.202596474,319927627,61604558
35.207636431,319977539,61603008
35.212636192,320028257,61603316
35.217472526,320078489,61602728
35.22252454,320130204,61601640
35.227727431,320180020,61600204
35.23269486,320230940,61600213
35.237744969,320280234,61599895
35.242741056,320330608,61599401
35.24770103,320382343,61598451
35.252628178,320432041,61597832
35.257469887,320480997,61597089
35.262802176,320532265,61596415
35.267675629,320581784,61595358
35.272729735,320631696,61594770
35.277553047,320681249,61594899
35.282794392,320732651,61593355
35.287751231,320782470,61592894
35.292518391,320831300,61592110
35.297754044,320881640,61591747
35.302827485,320931577,61590174
35.307747776,320981230,61590355
35.31267513,321030851,61589646
35.317646723,321081997,61588936
35.322847801,321131225,61587813
35.327574076,321180239,61586626
35.33258005,321230630,61586293
35.337506439,321280246,61585873
35.342586385,321331455,61585964
35.347557828,321379892,61584275
35.352619727,321427380,61584098
35.357736285,321450781,61583901
35.362683068,321300984,61583427
35.367738458,321470970,61581898
35.372612719,321589943,61581371
35.377675128999996,321663414,61580582
35.382697503,321722867,61579834
35.387551181,321774349,61579192
35.392582243,321826711,61579011
35.397860844,321877465,61577960
35.402626933,321928377,61576888
35.407482432,321978174,61576730
35.412757727,322029343,61575921
35.417545909,322079570,61575341
35.422497085,322129579,61574428
35.427713033,322180943,61574390
35.432726894,322230933,61573771
35.437730182,322280992,61572385
35.442616712,322332013,61571117
35.447686959,322381256,61571274
35.452709375,322432782,61570797
35.457794465,322482070,61570254
35.462584678,322531885,61569212
35.467725756,322581438,61568768
35.47260205,322631911,61567703
35.477528206,322681096,61567204
35.482682452,322732129,61566429
35.487668955,322781171,61565428
35.492747045,322831172,61564732
35.497709979,322881656,61564646
35.502686807,322931115,61563786
35.50773109,322981106,61562728
35.51264828,323031052,61561786
35.517687192,323080845,61561543
35.522724019,323131819,61561216
35.527611247,323181516,61559954
35.532528755,323229632,61558973
35.537707993,323279808,61558334
35.542698565,323328132,61557875
35.547795206,323355930,61557264
35.552832661,323207133,61556484
35.557803812,323356667,61555948
35.562626839,323483384,61555751
35.567645645,323563285,61554780
35.572557971,323621800,61554102
35.577759758,323675480,61553692
35.582847635,323727469,61552967
35.587843466,323778132,61552245
35.592609474,323827451,61551242
35.597688592,323879052,61551568
35.602705994,323930043,61550440
35.607634902,323979752,61550351
35.612669553,324031586,61549663
35.61758496,324081595,61547713
35.622745815,324130714,61547409
35.627809143,324181182,61546899
35.632729395,324231839,61546876
35.637740069,324281656,61545829
35.642760504,324331284,61545987
35.647779096,324382458,61543424
35.652513677,324432385,61544043
35.657775071,324481960,61543693
35.662611443,324531924,61542817
35.667459222,324583022,61541327
35.672846235,324633640,61540965
35.67781782,324683080,61540397
35.682847293,324733184,61540197
35.687644414,324782381,61539819
35.692596354,324832365,61539175
35.697540874,324881721,61538738
35.702546294,324932054,61537411
35.707500651,324981217,61537057
35.712881369,325032819,61536540
35.717673811,325081949,61536227
35.722766368,325131419,61535492
35.727819011,325181494,61535059
35.73275394,325230387,61533111
35.737760613,325277878,61533238
35.742533933,325297416,61532937
35.747736643,325150387,61531813
35.753115485,325328102,61530810
35.757670263,325445194,61529659
35.762756009,325516047,61528625
35.767686594,325573786,61528789
35.772797685,325625530,61528783
35.777597619,325678045,61528594
35.782649902,325728319,61526150
35.787807557,325778396,61525892
35.792799466,325829556,61526458
35.797584355,325880059,61525203
35.80287446,325931375,61524825
35.807604157,325981168,61523642
35.812625658,326031064,61523038
35.817659702,326082253,61522685
35.822551526,326131607,61522565
35.827479302,326180642,61521276
35.832775997,326232456,61520787
35.83753817,326281508,61520926
35.842596171,326332052,61520414
35.847635481,326383326,61519172
35.852743619,326432350,61518396
35.857752725,326481918,61517788
35.862570055,326533171,61517777
35.867595134,326582959,61516854
35.872735422,326632660,61516327
35.877736775,326681606,61515970
35.882754174,326731653,61514755
35.887693888,326781588,61514154
35.892655117,326832312,61513640
35.897740816,326881579,61513521
35.902625281,326931592,61512924
35.907745215,326980742,61512447
35.912734112,327030970,61510981
35.917700484,327081488,61510118
35.922547083,327129981,61509607
35.927712326,327179506,61509628
35.9327291,327222074,61509461
35.937517471,327231573,61509166
35.942677014,327147089,61508788
35.947644632,327310251,61506405
35.952577747,327403520,61506654
35.957844795,327469550,61505732
35.962509243,327524101,61505432
35.967581869,327576374,61505037
35.972573088,327626994,61503186
35.977761269,327677210,61503416
35.982668058,327728767,61502432
35.98760346,327778878,61501783
35.992585492,327830451,61501254
35.997580536,327880956,61501248
36.002824574,327931114,61501070
36.007451318,327980390,61500215
36.012743489,328030157,61499225
36.017711458,328081151,61499141
36.022728487,328130963,61498587
36.027590927,328180875,61498496
36.032757156,328231613,61497766
36.037612341,328281697,61497315
36.042623904,328331438,61496455
36.047567782,328382726,61496021
36.052650282,328432532,61494415
36.057744021,328481624,61493865
36.062518927,328531344,61492961
36.067790501,328581567,61493311
36.072655278,328630940,61492190
36.077938825,328682639,61492348
36.082559714,328731111,61492011
36.087794362,328781198,61490568
36.092724149,328830812,61489760
36.097501863,328880875,61489028
36.102768366,328931266,61488732
36.107493732,328981668,61487408
36.112576374,329030695,61487447
36.117616882,329079971,61486617
36.122785381,329127576,61486808
36.127751247,329142006,61485456
36.132724786,329017393,61485596
36.137527615,329187258,61484734
36.142575487,329297029,61484379
36.147573824,329366154,61483855
36.152732804,329422369,61482947
36.157547514,329476121,61483001
36.16261345,329527695,61482574
36.167809241,329576804,61482069
36.172804753,329629092,61480677
36.177714166,329678720,61480628
36.182670419,329729442,61479860
36.187498731,329779834,61480367
36.192775557,329830065,61478623
36.197812866,329880752,61478611
36.202728879,329930475,61477913
36.207498434,329981496,61477120
36.212612922,330031157,61476039
36.217850209,330082567,61475424
36.222606636,330132256,61475055
36.227445401,330181400,61474805
36.232801373,330232351,61472444
36.23760218,330282444,61472425
36.242604419,330332867,61472374
36.247597867,330382347,61471705
36.252630102,330432062,61471092
36.25761548,330482567,61470639
36.262617581,330532774,61471176
36.267843811,330582109,61470129
36.272557304,330631565,61469717
36.277464717,330680995,61468882
36.282584064,330731210,61469226
36.287588214,330781536,61468594
36.292851768,330832537,61467684
36.297630881,330881408,61466980
36.302528513,330930531,61466178
36.307676789,330980842,61465848
36.312922444,331027878,61465065
36.317810632,331055062,61465308
36.322534917,330901990,61464474
36.327675209,331059389,61463587
36.332552545,331183890,61462749
36.337567574,331261541,61462499
36.342648199,331321883,61462028
36.34753236,331373615,61461936
36.352863181000004,331427211,61460022
36.357688173,331478363,61459964
36.362665755,331527786,61458938
36.367756309,331578094,61459312
36.372611379,331629176,61458767
36.377715291,331680840,61457885
36.382663518,331730341,61457181
36.387627977,331780914,61457096
36.392712858,331831027,61456700
36.397698781,331880825,61456119
36.40271184,331930404,61455278
36.40763569,331981966,61454663
36.412748184,332030937,61453944
36.417718695,332081466,61452973
36.422536391,332130843,61452154
36.427621825,332180807,61452361
36.432692965,332231346,61452839
36.437457714,332281691,61452159
36.442737134,332331434,61451683
36.447541307,332382078,61450168
36.452766223,332432207,61449357
36.45765253,332482177,61449581
36.462725441,332531712,61449116
36.467820198,332581064,61449481
36.472708536,332632073,61447667
36.477758297,332681635,61447192
36.482859443,332731982,61447518
36.487932149,332781975,61447188
36.492799835,332830364,61446419
36.497852082,332880734,61445743
36.502828803,332928858,61444924
36.5077899,332963327,61444794
36.512796668,332862199,61443983
36.51769383,332931003,61443486
36.52265929,333074470,61442509
36.527649076,333159861,61441315
36.532735935,333221327,61440813
36.537807822,333274726,61440656
36.542846644,333327496,61440329
36.54788457,333378453,61440220
36.552705826,333428710,61440162
36.557672993,333478284,61439299
36.56272571,333530741,61438649
36.567527632,333579745,61438238
36.572544927,333630098,61437435
36.577531611,333680592,61437283
36.582577743,333731289,61437367
36.587575024,333781508,61436423
36.592754264,333831761,61436259
36.597813049,333881687,61436031
36.602550826,333931958,61435226
36.607647806,333983054,61434696
36.612773451,334032049,61433747
36.617752279,334082285,61434347
36.622743695,334132104,61432615
36.627756625,334183312,61432330
36.632918568,334233257,61432066
36.637856356,334283218,61431579
36.642684593,334331594,61431623
36.647520932,334381520,61430395
36.652917061,334432680,61429731
36.657632132,334481775,61428933
36.662578234,334531799,61428850
36.667797708,334582179,61427898
36.672657363,334631051,61427923
36.677643651,334681805,61427846
36.682748692,334730805,61427449
36.687773799,334780721,61425979
36.692676924,334829950,61048555
36.697884446,334877731,59779905
36.702737379,334896968,59650854
36.707809896,334755296,59605182
36.712726582,334928093,59603153
36.717475305,335043112,59603761
36.722526324,335115445,59604471
36.727804574,335173105,59585935
36.732724167,335225842,59571211
36.737512646,335276048,59586145
36.742617668,335328518,59609388
36.747606269,335378637,59608129
36.752669427,335428699,59600830
36.757669267,335480965,58133936
36.762616351,335529901,57708070
36.767706489,335580344,57643676
36.772779147,335632200,57714249
36.777548781,335681071,57727609
36.782632052,335730912,57720951
36.78774772,335781572,57725179
36.792760387,335831622,55796194
36.797780767,335881092,55709224
36.80259192,335931833,55683743
36.807721739,335982360,55753873
36.812617509,336030996,54957135
36.817671276,336081909,54146921
36.822678957,336132184,54087815
36.827711669,336180751,52727385
36.832621991,336231258,52234331
36.837721285,336284326,52159514
36.842743828,336332253,52141483
36.847696316,336380151,52069639
36.852618076,336431939,50385263
36.857577324,336482524,50119883
36.862709578,336531314,50118541
36.867793274,336583197,50117685
36.872625705,336629746,50131511
36.877551287,336679573,49355838
36.882787628,336730695,48622689
36.88774846,336780380,48339179
36.892688258,336812585,48209165
36.897542403,336723836,48170224
36.902723357,336781692,48134496
36.907597298,336921789,48100878
36.912592544,337008438,46223344
36.917720766,337070004,46154283
36.922721255,337121800,46181319
36.927458662,337176458,46267970
36.932491591,337226899,46303220
36.937636473,337277202,44867264
36.942462999,337326728,44416944
36.94752533,337377775,44362113
36.952852692,337430329,44451165
36.957603419,337480786,44469206
36.962857011,337530769,44433438
36.967589936,337580295,44458419
36.972697831,337630277,44485221
36.977525502,337681543,44477565
36.982459436,337731083,43976975
36.987783223,337780617,42781127
36.992790891,337831550,42643705
36.997583848,337880011,42604234
37.002499792,337930313,42617365
37.007675613,337982100,42623051
37.012604723,338032624,42600098
37.017624928,338082324,41083349
37.022822356,338132973,40848266
37.027626562,338180659,40854903
37.03285786,338231841,40892540
37.037937601,338282673,40354589
37.04299062,338331684,39260199
37.047618366,338381215,39086749
37.052778722,338431260,38995672
37.05773375,338478831,39000015
37.062507089,338531069,38587594
37.067639712,338581749,37459989
37.072602128,338630651,37163341
37.077581782,338678361,37073739
37.082555984,338711668,37127589
37.0876094,338604773,37206392
37.092821314,338685022,37206122
37.097645664,338824299,35278321
37.102528125,338908155,35175623
37.107903561,338970016,35167960
37.112712654,339024614,35292982
37.117641943,339075632,35371711
37.122564143,339127333,35098906
37.127674259,339178685,33673858
37.132610368,339228405,33450307
37.137694569,339278617,33435666
37.142854147,339331004,33438379
37.147631197,339380492,32075586
37.152614769,339430735,31862198
37.157578693,339481589,31663423
37.162683013,339531096,31583744
37.167573594,339578717,30373642
37.172556355,339631929,29659818
37.177633971,339683470,29623673
37.182695981,339731346,29593501
37.187716567,339782514,29505997
37.192659639,339831782,28153242
37.197689602,339881510,27949997
37.202671804,339933512,27850791
37.207537087,339982924,27809289
37.212574628,340029259,27751926
37.217532414,340081231,25831879
37.222622042,340133140,25723121
37.227593677,340181052,25764566
37.232722279,340233845,25888991
37.23781127,340282573,24876796
37.242791081,340329584,24213159
37.247894928,340381376,24143820
37.253352021,340431662,24174361
37.257720479,340480325,22441339
37.262744983,340530284,22187584
37.267590504,340579284,22142329
37.27268623,340619025,21315268
37.277634449,340628201,20702542
37.282702477,340556173,20672719
37.287814487,340710647,20632389
37.292522592,340805053,18625079
37.297695992,340870710,18523403
37.302539689,340922580,18554272
37.307654052,340977859,18639321
37.312743886,341027763,17380615
37.317769233,341076360,16978728
37.322730956,341129395,16933810
37.327748674,341178341,16936204
37.33272702,341228589,16894841
37.337515065,341281678,15089756
37.342485145,341329536,14849950
37.347792888,341378644,14900467
37.352663723,341431813,14973977
37.357764783,341481915,13171916
37.362607819,341529264,13017842
37.367534602,341581063,12471493
37.372718734,341632012,11417736
37.377876744,341682149,11198028
37.382620489,341731659,11156790
37.387586117,341782786,9419535
37.39256252,341830688,9306072
37.397595828,341882249,9330919
37.402621383,341934267,7938149
37.407516989,341981646,7557137
37.412666945,342030805,7506632
37.417521875,342082906,5736141
37.422563134,342131340,5841244
37.427626971,342182716,5712721
37.432657646,342232936,4403575
37.437558363,342280760,4133302
37.442538384,342330494,4119469
37.447741748,342381327,3018068
37.45251212,342428986,2843338
37.457629573,342479195,2489940
37.462788777,342525507,1912051
37.467614123,342536377,1916579
37.472838053,342435808,1498266
37.477634073,342598293,1052793
37.482706847,342698617,1879905
37.487699257,342768064,870321
37.492619685,342823274,953044
37.497519365,342875647,976418
37.502554855,342927605,3558
37.507572392,342976371,1450200
37.512533069,343028784,453371
37.517684923,343080086,354632
37.522602136,343129128,664404
37.527698145,343180748,-208133
37.532693287,343231031,1162586
37.53791279,343280766,378293
37.542549508,343332507,352272
37.547762042,343381144,434312
37.552738969,343429496,482236
37.557577703,343481910,778663
37.562594226,343532209,626166
37.567792849,343581250,926523
37.572703833,343633642,530878
37.577830302,343680915,356855
37.582733773,343731915,684995
37.587565451,343782790,556000
37.592731815,343831002,722067
37.597646946,343881641,-240177
37.602687521,343932653,1343264
37.607805416,343981850,697146
37.612567221,344030644,-86486
37.617726032,344083602,1242109
37.622825505,344132196,-73111
37.627446942,344180350,1207779
37.632651286,344232202,-423742
37.637611476000004,344282851,754988
37.642646573,344331296,800502
37.647599198,344380898,11376
37.652547434,344427316,777104
37.657607259,344458999,341120
37.662739003,344315424,104958
37.667766919,344447489,782369
37.672599938,344582451,906648
37.677732514,344663228,-69946
37.682785883,344720009,433165
37.687710436,344775789,542086
37.692555245,344828684,484258
37.69765534,344875455,418630
37.702737019,344929387,393995
37.707772905,344981229,228692
37.712897219,345026315,458886
37.717660439,345080879,399532
37.722662978,345132577,281194
37.727616594,345179951,413070
37.732743701,345230699,409720
37.737613935,345282697,257323
37.742615581,345329843,366449
37.747688665,345382235,451092
37.752723971,345432902,312154
37.757847196,345482346,295953
37.762606231,345532679,393042
37.767734059,345583285,343174
37.772848408,345632859,285071
37.777607169,345684101,381413
37.782529922,345732737,381951
37.787750047,345781826,309537
37.792630688,345832665,364600
37.797805644,345882728,364957
37.802551045,345931653,1244751
37.807572417,345981954,630628
37.81252167,346031854,631820
37.817562918,346082362,965009
37.822770862,346131324,324743
37.827551226,346181595,569572
37.832736852,346232621,568565
37.837536051,346280235,339339
