time (s),force (N)
12.656901419,-3.54873657227
12.661912698,-3.51066589355
12.666923206,-3.56384277344
12.672218523,-3.55949401855
12.677021947,-3.56330871582
12.681890012,-3.56735229492
12.68687606,-3.54690551758
12.691972309,-3.57109069824
12.696933486,-3.65829467773
12.701873992,-3.67042541504
12.70688483,-3.6767578125
12.712353127,-3.67904663086
12.716947216,-3.6882019043
12.721926491,-3.68446350098
12.726953374,-3.60939025879
12.731947144,-3.68209838867
12.736935071,-3.68270874023
12.742020638,-3.68118286133
12.746971299,-3.67988586426
12.752059835,-3.68583679199
12.756958071,-3.79806518555
12.762004894,-3.80676269531
12.767011894,-3.80096435547
12.771970654,-3.79531860352
12.777034868,-3.77456665039
12.781963036,-3.8013458252
12.786978975,-3.79730224609
12.792099358,-3.78211975098
12.796934803,-3.7971496582
12.801902544,-3.80256652832
12.806916104,-3.79447937012
12.811961716,-3.90327453613
12.817032778,-3.91624450684
12.821962793,-3.90602111816
12.827033749,-3.90319824219
12.831998591,-3.90533447266
12.836951035,-3.90464782715
12.841963935999999,-3.95401000977
12.846995767,-3.90411376953
12.852263805,-3.90319824219
12.856933894,-3.90449523926
12.862099611,-3.90319824219
12.86700458,-3.92288208008
12.871937018,-3.90357971191
12.876968671,-3.90396118164
12.881960644,-3.94729614258
12.886955555,-3.99658203125
12.89213007,-4.00184631348
12.897012029999999,-4.01084899902
12.901950613,-4.01382446289
12.907010901,-3.95927429199
12.912082363,-4.01557922363
12.916948811,-4.02038574219
12.921923002,-4.01672363281
12.926939117,-4.01458740234
12.931953833,-4.07493591309
12.93701952,-4.01519775391
12.941962349,-4.01176452637
12.946926816,-4.13017272949
12.951964209,-4.13917541504
12.956903782,-4.1618347168
12.961969448,-4.12742614746
12.967045832,-4.12536621094
12.972285918,-4.1251373291
12.976898897,-4.12422180176
12.981983741,-4.15100097656
12.987021874,-4.12445068359
12.991985323,-4.12628173828
12.996978104,-4.12536621094
13.001921935,-4.12284851074
13.006994288,-4.11155700684
13.011970061,-4.12574768066
13.016957592,-4.12536621094
13.021932767,-4.09629821777
13.02696728,-4.24072265625
13.032015908,-4.22859191895
13.037002798,-4.22904968262
13.041997513,-4.2310333252
13.046949264,-4.26063537598
13.052183508,-4.22798156738
13.056939817,-4.22462463379
13.061909802,-4.22714233398
13.066924851,-4.22737121582
13.071935353,-4.22973632812
13.076932053,-4.228515625
13.081904373,-4.22904968262
13.086899014,-4.19227600098
13.092036636,-4.23530578613
13.096892078,-4.32609558105
13.101971024,-4.33586120605
13.106893848,-4.34265136719
13.11207474,-4.33906555176
13.116941667,-4.33860778809
13.121946459,-4.33723449707
13.127082621,-4.30450439453
13.132257457,-4.34013366699
13.136966466,-4.33753967285
13.142033087,-4.33601379395
13.146992389,-4.33448791504
13.151940494,-4.32647705078
13.156998481,-4.33662414551
13.162012986,-4.33715820312
13.16697859,-4.39308166504
13.172002121,-4.45037841797
13.177078455,-4.44702148438
13.182033602,-4.44114685059
13.1869442,-4.44641113281
13.191924419,-4.42558288574
13.19699229,-4.44473266602
13.201940032,-4.44473266602
13.206966345,-4.44282531738
13.212001753,-4.44328308105
13.216933536,-4.43717956543
13.22200344,-4.44244384766
13.227018625,-4.44396972656
13.23214104,-4.45770263672
13.236908391,-4.44175720215
13.242004828,-4.5711517334
13.246992797,-4.55963134766
13.25198829,-4.55848693848
13.256919686,-4.55352783203
13.261979851,-4.55703735352
13.26699365,-4.55574035645
13.27237012,-4.50393676758
13.276981029,-4.55139160156
13.281983013,-4.55284118652
13.286909644,-4.55619812012
13.292242953,-4.55368041992
13.296895947,-4.56268310547
13.30197377,-4.55513000488
13.306993587000001,-4.62036132812
13.311963287,-4.66720581055
13.317045972,-4.66766357422
13.322102682,-4.67613220215
13.327020951,-4.66827392578
13.331924517,-4.66667175293
13.336931833,-4.70268249512
13.341974539,-4.67063903809
13.347012429,-4.66888427734
13.352032516,-4.66781616211
13.357040186,-4.66796875
13.361968091,-4.67193603516
13.366994813,-4.66796875
13.372176228,-4.66598510742
13.377059981,-4.59197998047
13.381997791,-4.80262756348
13.386975562,-4.78492736816
13.391991152,-4.78294372559
13.397041565,-4.7908782959
13.401975323,-4.80438232422
13.407006212,-4.78515625
13.412067736000001,-4.78630065918
13.416931212,-4.71145629883
13.421974751,-4.78561401367
13.426916241,-4.78660583496
13.432348986,-4.78553771973
13.437014479,-4.78996276855
13.441915418,-4.79637145996
13.446957309,-4.89028930664
13.452015948,-4.89837646484
13.456963206,-4.82345581055
13.46190536,-4.90188598633
13.466986078,-4.90242004395
13.472197864,-4.8991394043
13.47696649,-4.90219116211
13.481910975,-4.89616394043
13.487005324,-4.90043640137
13.492012847,-4.90020751953
13.496979019,-4.84901428223
13.501929945,-4.90615844727
13.506958599,-4.96246337891
13.51201942,-5.00946044922
13.51692999,-5.01281738281
13.521952426,-5.00160217285
13.52691548,-5.00915527344
13.53196142,-5.00709533691
13.536946173,-5.03852844238
13.541885341,-5.01281738281
13.546934529,-5.00556945801
13.551921673,-5.00694274902
13.556934765,-5.00984191895
13.561951119,-5.03799438477
13.567064972,-5.11756896973
13.572075374,-5.12001037598
13.576962747,-5.11032104492
13.582009551,-5.12306213379
13.586908888,-5.12916564941
13.592060596,-5.12084960938
13.596948027,-5.12222290039
13.601933296,-5.10566711426
13.606951631,-5.12092590332
13.612090927,-5.11940002441
13.617026497,-5.12451171875
13.621919631,-5.12405395508
13.626917701,-5.12886047363
13.632137679,-5.1734161377
13.636992847,-5.22155761719
13.642002221,-5.26153564453
13.64703683,-5.23071289062
13.652454067,-5.22811889648
13.65703202,-5.22842407227
13.66197306,-5.2320098877
13.667016223,-5.23071289062
13.671969825,-5.23216247559
13.676932721,-5.33187866211
13.681927013,-5.35064697266
13.686935603,-5.32920837402
13.691967911999999,-5.33248901367
13.696908958,-5.33752441406
13.701891634999999,-5.3392791748
13.706947781,-5.36064147949
13.712052194,-5.33378601074
13.71701062,-5.33554077148
13.721968074,-5.33653259277
13.726937356,-5.33325195312
13.732424046,-5.34606933594
13.736941669,-5.33546447754
13.741980087,-5.3369140625
13.747013145,-5.28167724609
13.75246629,-5.32905578613
13.756925564,-5.33592224121
13.762011182,-5.33462524414
13.766992823,-5.33241271973
13.77197882,-5.3409576416
13.776969093,-5.33073425293
13.781971003,-5.33470153809
13.786951318,-5.33248901367
13.791944278999999,-5.32981872559
13.796907109,-5.34713745117
13.801907748,-5.33279418945
13.807004585,-5.33157348633
13.81196854,-5.3165435791
13.816960037,-5.33081054688
13.821921044,-5.33500671387
13.82705723,-5.33073425293
13.832013739,-5.32867431641
13.836922640000001,-5.27603149414
13.841927387,-5.33134460449
13.846974464,-5.3345489502
13.852015615,-5.32867431641
13.856971546,-5.33004760742
13.861991764,-5.29479980469
13.867007741,-5.33042907715
13.872075731,-5.32638549805
13.876933285,-5.32859802246
13.881934011,-5.32958984375
13.886872898,-5.35720825195
13.891978106,-5.32829284668
13.896981354,-5.32768249512
13.901949822,-5.3295135498
13.906943076,-5.32905578613
13.911956074,-5.32341003418
13.917001403,-5.3279876709
13.9219732,-5.3279876709
13.926911275,-5.27557373047
13.932008148,-5.32745361328
13.936962883,-5.33187866211
13.941972503,-5.32836914062
13.947055914,-5.32829284668
13.952043489,-5.26344299316
13.957003272,-5.32783508301
13.961994773,-5.32745361328
13.96703361,-5.32821655273
13.972180574,-5.32821655273
13.976935879,-5.30807495117
13.982038019,-5.32722473145
13.987016766,-5.32722473145
13.991970311,-5.31303405762
13.997022896,-5.32669067383
14.001971028,-5.32020568848
14.006918251,-5.32638549805
14.011960913,-5.32592773438
14.016994412,-5.38536071777
14.021974211,-5.32653808594
14.026967075,-5.32615661621
14.031914502,-5.32531738281
14.036961012,-5.32508850098
14.041891537,-5.34927368164
14.047051891,-5.32608032227
14.051979566,-5.32577514648
14.057046856,-5.32501220703
14.061947116,-5.32638549805
14.067023313,-5.33279418945
14.071998159,-5.32608032227
14.076964389,-5.32379150391
14.08192774,-5.24940490723
14.08694759,-5.32638549805
14.092222279,-5.32592773438
14.097006169,-5.32638549805
14.101868371,-5.32508850098
14.106893527,-5.35285949707
14.112126594,-5.32318115234
14.117004971,-5.3231048584
14.121969074,-5.32409667969
14.126898206,-5.32485961914
14.131960197,-5.32417297363
14.136928881,-5.32371520996
14.141988691,-5.3247833252
14.147009326,-5.32440185547
14.152006959,-5.32455444336
14.157078979,-5.32501220703
14.162009221,-5.32417297363
14.167009535,-5.32470703125
14.171966263,-5.35354614258
14.176962536,-5.32447814941
14.182055507,-5.32402038574
14.186987992,-5.32279968262
14.192195956,-5.32257080078
14.19694794,-5.32203674316
14.201891538,-5.32348632812
14.206866404,-5.32318115234
14.211950538,-5.27702331543
14.216990221,-5.32287597656
14.222017741,-5.3205871582
14.226958846,-5.322265625
14.232022197,-5.32241821289
14.237147677,-5.32585144043
14.242048597,-5.32218933105
14.246967276,-5.322265625
14.252076014,-5.322265625
14.256972589,-5.3214263916
14.261919439,-5.29251098633
14.266965487,-5.32341003418
14.271969302,-5.32150268555
14.276940501,-5.36041259766
14.28197264,-5.32173156738
14.287054599,-5.32531738281
14.291950963,-5.32112121582
14.296937574,-5.32211303711
14.301918377,-5.33401489258
14.306984504,-5.3214263916
14.312224466,-5.32135009766
14.317005951,-5.32196044922
14.321989115,-5.32020568848
14.327020399,-5.29846191406
14.331929782,-5.32157897949
14.337085912,-5.32157897949
14.341968485,-5.31219482422
14.346969474,-5.32073974609
14.352249182,-5.32318115234
14.356945073,-5.32005310059
14.362050618,-5.32043457031
14.36699403,-5.37261962891
14.371947517,-5.3190612793
14.377056336,-5.31967163086
14.381962663,-5.31936645508
14.38691909,-5.32043457031
14.391952469,-5.30258178711
14.396887171,-5.32012939453
14.401912314,-5.31929016113
14.406969146,-5.36193847656
14.41206179,-5.32028198242
14.416954421,-5.32341003418
14.421997273,-5.3197479248
14.427120311,-5.31913757324
14.431950188,-5.36109924316
14.437022108,-5.31875610352
14.441937882,-5.31845092773
14.446970780000001,-5.31921386719
14.451975234,-5.31875610352
14.456955855,-5.31829833984
14.461924574,-5.3199005127
14.466992189,-5.31707763672
14.471957129,-5.33729553223
14.477022448,-5.31944274902
14.481938243,-5.3173828125
14.487000083,-5.31799316406
14.491974184,-5.31898498535
14.49699558,-5.31311035156
14.501929696,-5.31860351562
14.507045266,-5.31883239746
14.51200958,-5.31814575195
14.516985776,-5.31723022461
14.522005639,-5.32386779785
14.526954772,-5.31730651855
14.532942658,-5.31745910645
14.536995031,-5.26702880859
14.541959364,-5.31860351562
14.547049382,-5.31860351562
14.552471152,-5.3173828125
14.557073253,-5.31723022461
14.561998964,-5.37872314453
14.567024883,-5.31768798828
14.572033267,-5.3165435791
14.576866095,-5.31700134277
14.581983004,-5.31837463379
14.586901774,-5.34454345703
14.592072583,-5.31593322754
14.59695009,-5.31753540039
14.602016107,-5.31669616699
14.607021781,-5.3165435791
14.61197692,-5.31402587891
14.616915369,-5.31692504883
14.62193888,-5.31684875488
14.626921051,-5.29525756836
14.631933035,-5.31661987305
14.636999612,-5.3125
14.641956828,-5.31578063965
14.647025499,-5.3150177002
14.652172823,-5.25093078613
14.656927683,-5.31517028809
14.661968759,-5.31196594238
14.666898035,-5.31524658203
14.672365036,-5.31639099121
14.677013038,-5.33645629883
14.681990039,-5.31616210938
14.686908417,-5.31623840332
14.692120935,-5.31509399414
14.696944943,-5.3150177002
14.701940032,-5.32157897949
14.706971319,-5.31478881836
14.712031035,-5.31387329102
14.716982307,-5.2791595459
14.722048624,-5.3157043457
14.726899511,-5.31700134277
14.731920493,-5.31547546387
14.736896457,-5.3150177002
14.741942492,-5.31776428223
14.746933172,-5.31394958496
14.751933408,-5.31448364258
14.756935274,-5.31280517578
14.761903965,-5.31280517578
14.766959322,-5.31234741211
14.772721066999999,-5.31455993652
14.777031222,-5.31478881836
14.782038684,-5.37544250488
14.786914633,-5.3133392334
14.792026904,-5.31341552734
14.796955966,-5.31326293945
14.801910061,-5.31272888184
14.80697806,-5.32127380371
14.812020469,-5.31326293945
14.816966977,-5.31372070312
14.822037615,-5.33493041992
14.826891612,-5.31394958496
14.831971585,-5.31677246094
14.837052451,-5.31364440918
14.841935238,-5.31280517578
14.846957524,-5.30578613281
14.85201263,-5.31234741211
14.856917174,-5.31219482422
14.862000124,-5.31288146973
14.8670063,-5.3116607666
14.871993409,-5.31829833984
14.876910872,-5.3133392334
14.881982299,-5.31402587891
14.887032143999999,-5.23735046387
14.89226299,-5.31211853027
14.896977739,-5.31051635742
14.901888318,-5.31227111816
14.906883845,-5.31242370605
14.912280824,-5.29830932617
14.917089293,-5.31188964844
14.921996108,-5.30967712402
14.926977669,-5.34278869629
14.931993568,-5.31188964844
14.936897160000001,-5.30944824219
14.941968442,-5.31135559082
14.946928896,-5.3116607666
14.951995779,-5.32905578613
14.956920783,-5.31105041504
14.96190079,-5.31127929688
14.967019501,-5.30220031738
14.971994002,-5.3116607666
14.976986986,-5.31448364258
14.981995881,-5.31089782715
14.986898159999999,-5.31188964844
14.992144123,-5.30494689941
14.996958824,-5.3092956543
15.001935127,-5.31272888184
15.007005164,-5.31089782715
15.012126629,-5.31105041504
15.016987419,-5.31494140625
15.021924924,-5.30952453613
15.026901038,-5.31196594238
15.032067747,-5.26351928711
15.03696161,-5.31059265137
15.04195713,-5.31455993652
15.047013394,-5.3108215332
15.051986378,-5.31112670898
15.056988989,-5.32241821289
15.062038594,-5.3101348877
15.067084251,-5.31059265137
15.07194155,-5.3092956543
15.076959703,-5.31051635742
15.082054273,-5.29510498047
15.086955917,-5.31021118164
15.092060385,-5.30982971191
15.096972084,-5.23597717285
15.101929265,-5.30944824219
15.106966913,-5.30738830566
15.112099469,-5.31036376953
15.116907361,-5.31036376953
15.121870312,-5.31173706055
15.127050692,-5.30952453613
15.131989412,-5.30952453613
15.137013831,-5.30876159668
15.141942501,-5.30899047852
15.146892945,-5.32417297363
15.151933992,-5.30944824219
15.156975801,-5.30860900879
15.161924227,-5.34660339355
15.167041396,-5.30807495117
15.171938801,-5.30868530273
15.176977875,-5.30822753906
15.181975898,-5.3076171875
15.186933404,-5.31913757324
15.191898709,-5.30799865723
15.196899314,-5.30960083008
15.201951692,-5.30838012695
15.206949361,-5.30868530273
15.211972541,-5.32257080078
15.217023831,-5.30914306641
15.221984107,-5.3067779541
15.226893419,-5.34553527832
15.231891779,-5.30830383301
15.237020273,-5.30281066895
15.241968764,-5.30738830566
15.24696337,-5.30830383301
15.25197657,-5.23399353027
15.256976783,-5.30799865723
15.261959213,-5.30906677246
15.26691218,-5.30670166016
15.271961497,-5.30876159668
15.276972984,-5.27244567871
15.28190713,-5.3067779541
15.286920918,-5.30731201172
15.292017905,-5.30700683594
15.296969451,-5.30769348145
15.301970717,-5.3133392334
15.30696989,-5.30700683594
15.312000179,-5.30746459961
15.316978889,-5.33805847168
15.322072685,-5.30769348145
15.326902926,-5.30738830566
15.332031185,-5.30693054199
15.336978928,-5.30632019043
15.341923929,-5.29884338379
15.346969959,-5.30624389648
15.352358256,-5.3059387207
15.356984454,-5.30624389648
15.36201036,-5.3052520752
15.367030167,-5.30883789062
15.371963097,-5.30586242676
15.376928524,-5.30532836914
15.38195198,-5.30540466309
15.386943454,-5.3059387207
15.392033909,-5.30128479004
15.397010253,-5.30693054199
15.401925802,-5.30708312988
15.406910939,-5.24429321289
15.411926517,-5.30654907227
15.416934121,-5.30799865723
15.421950118,-5.30662536621
15.427015834,-5.30540466309
15.432167135,-5.30151367188
15.436903926,-5.30570983887
15.441980185,-5.30342102051
15.447051867,-5.30532836914
15.452063492,-5.3050994873
15.456949304,-5.28121948242
15.461967938,-5.30570983887
15.466976208,-5.30532836914
15.472016681,-5.34286499023
15.476988585,-5.30380249023
15.481956694,-5.30311584473
15.487020651,-5.3052520752
15.4922646,-5.30548095703
15.497081129,-5.33340454102
15.501909483,-5.30418395996
15.506921041,-5.30059814453
15.512012033,-5.30456542969
15.516989973,-5.30487060547
15.521993616,-5.3157043457
15.527008336,-5.3052520752
15.531971099,-5.30448913574
15.537006448,-5.30464172363
15.542047813,-5.30403137207
15.546972633,-5.30136108398
15.55192997,-5.30433654785
15.55688466,-5.30349731445
15.561928923,-5.34309387207
15.567040179,-5.30403137207
15.572015586,-5.30754089355
15.577030525,-5.30426025391
15.581895475,-5.30364990234
15.586999601,-5.27603149414
15.592013338,-5.3035736084
15.597037609000001,-5.30372619629
15.60191974,-5.30448913574
15.606963801,-5.30410766602
15.61197228,-5.33020019531
15.617011644,-5.302734375
15.622000115,-5.30479431152
15.627000096,-5.30250549316
15.631916103,-5.30319213867
15.637018263,-5.30364990234
15.641959205,-5.30342102051
15.646930211,-5.30410766602
15.651976137,-5.30784606934
15.656955528,-5.30319213867
15.662015142,-5.30143737793
15.666985135000001,-5.30387878418
15.67198902,-5.30372619629
15.676952711,-5.27236938477
15.681974847,-5.30319213867
15.686963466,-5.30494689941
15.692139176,-5.30342102051
15.696905493,-5.30220031738
15.701914144,-5.29289245605
15.706964286,-5.30288696289
15.711934913,-5.30181884766
15.716939282,-5.24574279785
15.721990393,-5.30242919922
15.726986606,-5.30052185059
15.732052705,-5.3018951416
15.736937173,-5.3035736084
15.741927362,-5.32920837402
15.746931909,-5.30220031738
15.752015893,-5.30212402344
15.756912755,-5.341796875
15.761935655,-5.30464172363
15.766917735,-5.30578613281
15.772187957,-5.30197143555
15.77693764,-5.30235290527
15.782009064,-5.23971557617
15.786985556,-5.3010559082
15.79194578,-5.30418395996
15.796904282,-5.30250549316
15.801984556,-5.30349731445
15.806926478,-5.31089782715
15.812205675,-5.30212402344
15.816977924,-5.30212402344
15.821915677,-5.30120849609
15.826965046,-5.30090332031
15.831999206999999,-5.30853271484
15.836999076,-5.30151367188
15.841919621,-5.2995300293
15.84696256,-5.33714294434
15.852105622,-5.30174255371
15.856934209,-5.30258178711
15.861915827,-5.30143737793
15.866945991,-5.3010559082
15.87225871,-5.30242919922
15.876982752,-5.30075073242
15.881980885,-5.29998779297
15.886890488,-5.3018951416
15.891963844,-5.29975891113
15.896931355,-5.31776428223
15.901966308,-5.30120849609
15.90692899,-5.3018951416
15.912024549,-5.31059265137
15.916920145,-5.30075073242
15.921957455,-5.29472351074
15.926958192,-5.2995300293
15.932019481,-5.30090332031
15.936982264,-5.33752441406
15.941960515,-5.30006408691
15.946997139,-5.30029296875
15.951979319,-5.29960632324
15.956981741,-5.30029296875
15.961938511,-5.29174804688
15.966937753,-5.30174255371
15.972344533,-5.30029296875
15.976976722,-5.30006408691
15.981954417,-5.30044555664
15.987003658999999,-5.29861450195
15.992016654,-5.29907226562
15.996906366,-5.30052185059
16.001960601,-5.30296325684
16.007002036,-5.29876708984
16.012053526,-5.30197143555
16.016938263,-5.30082702637
16.02198691,-5.29930114746
16.027004954,-5.33897399902
16.032098668,-5.29838562012
16.037002066,-5.3002166748
16.041979005,-5.29891967773
16.047027865,-5.29991149902
16.051979908,-5.31105041504
16.056902334,-5.29991149902
16.061958487,-5.29907226562
16.067056903,-5.33897399902
16.072197546,-5.29907226562
16.076936104,-5.3003692627
16.081946853,-5.29899597168
16.086917462,-5.30029296875
16.092060497,-5.29098510742
16.096967676,-5.29838562012
16.101943061,-5.30082702637
16.106935649,-5.29891967773
16.112025287,-5.29846191406
16.117025652,-5.27153015137
16.121987408,-5.29830932617
16.127000146,-5.29861450195
16.131962798,-5.29823303223
16.136919846,-5.29777526855
16.141922075,-5.29678344727
16.14695571,-5.29739379883
16.151943439,-5.29930114746
16.156995669,-5.31425476074
16.162027986,-5.29830932617
16.16702691,-5.29579162598
16.172012913,-5.29846191406
16.176934104,-5.29891967773
16.182068821,-5.34362792969
16.186957702,-5.29693603516
16.192207811,-5.29846191406
16.197004273,-5.29823303223
16.201902501,-5.29754638672
16.20690153,-5.27694702148
16.21209468,-5.29693603516
16.217075024,-5.2978515625
16.221973238,-5.29708862305
16.226913154000002,-5.29724121094
16.23192436,-5.30464172363
16.236968262,-5.29769897461
16.241917127,-5.29838562012
16.246966551,-5.29647827148
16.252200778,-5.29724121094
16.256929086,-5.31219482422
16.261972531,-5.29769897461
16.266995501,-5.29670715332
16.272236946,-5.28602600098
16.276967869,-5.29762268066
16.281998651,-5.30311584473
16.286936038,-5.29762268066
16.29195266,-5.29808044434
16.296890668,-5.34820556641
16.301931028,-5.29594421387
16.306852222,-5.29403686523
16.312102005,-5.29724121094
16.317061162999998,-5.29708862305
16.321994668,-5.24070739746
16.326955664,-5.29716491699
16.331975186,-5.29632568359
16.336997482,-5.29640197754
16.341935542,-5.29624938965
16.346904185,-5.28457641602
16.351958149,-5.29602050781
16.356995101,-5.2954864502
16.361963133,-5.29754638672
16.367020807,-5.29541015625
16.372108004,-5.28900146484
16.376967642,-5.29663085938
16.382020511,-5.2970123291
16.387042406,-5.28022766113
16.391957464,-5.29594421387
16.396937745,-5.29724121094
16.401925378,-5.29624938965
16.406929124,-5.29678344727
16.412079927,-5.30174255371
16.417030323,-5.29594421387
16.421981534,-5.29624938965
16.426943937,-5.29510498047
16.432215655,-5.2961730957
16.436910969,-5.28861999512
16.441933902,-5.29663085938
16.446970484,-5.29663085938
16.452198293,-5.28137207031
16.456952991,-5.29541015625
16.461970728,-5.29457092285
16.466941881,-5.29518127441
16.472007573,-5.2954864502
16.476976752,-5.27145385742
16.481910141,-5.29525756836
16.486936378,-5.29502868652
16.492574327,-5.30044555664
16.496974421,-5.29624938965
16.501995761,-5.29685974121
16.50704365,-5.2961730957
16.512046581,-5.29518127441
16.516951483,-5.29220581055
16.521910564,-5.29434204102
16.527060928,-5.29518127441
16.532381476,-5.29457092285
16.536922376,-5.2938079834
16.542021223,-5.2889251709
16.54703318,-5.29510498047
16.551998787,-5.29510498047
16.556984502,-5.13816833496
16.561914073,-5.18348693848
16.566963384,-5.18280029297
16.572248183,-5.18592834473
16.576972645,-5.18379211426
16.581964403,-5.15953063965
16.586963229,-5.18768310547
16.592194305,-5.18646240234
16.597040559,-5.18577575684
16.601946715,-5.18775939941
16.60690868,-5.20034790039
16.612014025,-5.04821777344
16.616936934,-5.06278991699
16.622040451,-5.06797790527
16.626969192,-5.06546020508
16.632047808,-5.07934570312
16.636915234,-5.07118225098
16.641978284,-5.07225036621
16.647029923,-5.06057739258
16.652433127,-5.07316589355
16.657078975,-5.0789642334
16.661976267,-5.04623413086
16.666980512,-4.97230529785
16.671967258,-4.95185852051
16.676981381,-4.95971679688
16.681972109,-4.96459960938
16.686918266,-4.95796203613
16.692126759,-4.95536804199
16.696940976,-4.87403869629
16.702021149,-4.87640380859
16.706951939,-4.85534667969
16.71196923,-4.84748840332
16.717009675,-4.85137939453
16.721955336,-4.85488891602
16.72695857,-4.84413146973
16.732013284,-4.81048583984
16.736948214999998,-4.79461669922
16.742015737,-4.73472595215
16.746949635,-4.73281860352
16.752016837,-4.73068237305
16.756953834,-4.73175048828
16.761963185,-4.64126586914
16.767011495,-4.60876464844
16.771957035,-4.6102142334
16.776902961,-4.60899353027
16.781977833,-4.48165893555
16.786988124,-4.49554443359
16.79206524,-4.48776245117
16.797038992,-4.48524475098
16.801926477,-4.43046569824
16.806946353,-4.38972473145
16.812109768,-4.38201904297
16.816973958,-4.3726348877
16.821959784,-4.25804138184
16.826993367,-4.25903320312
16.831994786,-4.26109313965
16.836949713,-4.26216125488
16.842050128,-4.17610168457
16.847068834,-4.16229248047
16.852251034,-4.16862487793
16.857123889,-4.15687561035
16.861983861,-4.03060913086
16.866987872,-4.06631469727
16.871953192,-4.05342102051
16.876904911,-4.01977539062
16.881970355,-3.95355224609
16.886894603000002,-3.94584655762
16.892201387,-3.9225769043
16.896906281,-3.84338378906
16.901873625,-3.83346557617
16.906929132,-3.7574005127
16.911930748,-3.72459411621
16.916977579,-3.59252929688
16.921996676,-3.61595153809
16.926947216,-3.57597351074
16.932003633,-3.50387573242
16.936950979,-3.4300994873
16.942049803,-3.37913513184
16.946935356,-3.35823059082
16.951983013,-3.25500488281
16.95690513,-3.19869995117
16.96194786,-3.14811706543
16.967003867,-3.14086914062
16.971946206,-3.01322937012
16.976975029,-3.01849365234
16.981955396,-2.95738220215
16.987046445,-2.93334960938
16.991969929,-2.82318115234
16.996918797,-2.84675598145
17.001913299,-2.81455993652
17.006987983,-2.82012939453
17.011971295,-2.72071838379
17.016954792,-2.71141052246
17.021933886,-2.64854431152
17.026946368,-2.70233154297
17.032050051,-2.69958496094
17.03707053,-2.59117126465
17.041973989,-2.59696960449
17.047044633,-2.63229370117
17.052038048,-2.5902557373
17.056977054,-2.59918212891
17.061944445,-2.60139465332
17.066935768,-2.60101318359
17.071953833,-2.6097869873
17.076951714,-2.57080078125
17.081961791,-2.49237060547
17.08704574,-2.47467041016
17.091997807,-2.47787475586
17.096945237,-2.49359130859
17.101936394,-2.48420715332
17.106940714,-2.39814758301
17.111999851,-2.39517211914
17.116944797,-2.23022460938
17.121965011,-2.26173400879
17.126948796,-2.25509643555
17.132231891,-2.25082397461
17.137011657,-2.19337463379
17.141989683,-2.13516235352
17.14703883,-2.09625244141
17.15205714,-2.04315185547
17.156962828,-2.03216552734
17.161918978,-2.01950073242
17.166888578,-2.01141357422
17.172122104,-1.93420410156
17.177048003,-1.92207336426
17.181968845,-1.92512512207
17.186948934,-1.82746887207
17.192041162,-1.82281494141
17.196923087,-1.8204498291
17.201999519,-1.81198120117
17.206924345,-1.75743103027
17.212047297,-1.75270080566
17.216929554,-1.74385070801
17.221965305,-1.74339294434
17.227043604,-1.77841186523
17.232063627,-1.66160583496
17.236972925,-1.67518615723
17.241936254,-1.67503356934
17.247054156,-1.64123535156
17.252307391,-1.62803649902
17.257010148,-1.64085388184
17.262041809,-1.56623840332
17.266963055,-1.62628173828
17.272006833,-1.58828735352
17.277014614,-1.60552978516
17.282030316,-1.52732849121
17.286987104,-1.61842346191
17.292094415,-1.58348083496
17.297002397,-1.56761169434
17.301989161,-1.59660339355
17.306969008,-1.57646179199
17.311994587,-1.55799865723
17.317015877,-1.56288146973
17.321980434,-1.5828704834
17.327016288,-1.58935546875
17.332050251,-1.62567138672
17.336981573,-1.58271789551
17.342058872,-1.59255981445
17.347045039,-1.59599304199
17.352174983,-1.59469604492
17.356913447,-1.59637451172
17.361964237,-1.60003662109
17.367004015,-1.57905578613
17.371970407,-1.57043457031
17.377023993999998,-1.58195495605
17.382017431,-1.54624938965
17.386990269,-1.58790588379
17.391954731,-1.5550994873
17.396937459,-1.58485412598
17.401917801,-1.57981872559
17.406903831,-1.51443481445
17.412211563,-1.6283416748
17.416995271,-1.5788269043
17.4219668,-1.56478881836
17.426940171,-1.57775878906
17.43230101,-1.55044555664
17.436906176,-1.56707763672
17.441901666,-1.54037475586
17.446923444,-1.58325195312
17.451889182,-1.56860351562
17.45689991,-1.60087585449
17.461920598,-1.53137207031
17.466967364,-1.58309936523
17.472340739,-1.66275024414
17.476950779,-1.57287597656
17.482021293,-1.56120300293
17.486954074,-1.56105041504
17.492102209,-1.58752441406
17.497028039,-1.52336120605
17.502004692,-1.62567138672
17.506954182,-1.62826538086
17.512002197,-1.59286499023
17.516986831,-1.55662536621
17.522053625,-1.55654907227
17.527001292,-1.5544128418
17.532282299,-1.56791687012
17.536942377,-1.59255981445
17.542002219,-1.59133911133
17.546986099,-1.56639099121
17.551931101,-1.57073974609
17.556977626,-1.58622741699
17.561992367,-1.61506652832
17.567012524,-1.57615661621
17.572522134,-1.56364440918
17.577036807,-1.56997680664
17.58192209,-1.58195495605
17.58701235,-1.54121398926
17.591946185,-1.57623291016
17.596966928,-1.57409667969
17.601981882,-1.57470703125
17.606942324,-1.57791137695
17.612110466,-1.60820007324
17.616882269,-1.58241271973
17.621978082,-1.57859802246
17.62698902,-1.57730102539
17.632350982,-1.57669067383
17.637027464,-1.59042358398
